Dataset identifier,Study identifier,Disease identifier,Endpoint identifier,Environment identifier,Measurement-scale identifier,Response direction,Study role,Data source,Reported observations (n),Observations in quantitative summaries (n),Descriptive or supporting observations (n),Observations with categorical responses (n),Observations with numerical responses (n),Observations assessed using the candidate criterion (n)
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_minimum,pennsylvania_field_2016_local_isolate_mix_inoculated_45_dpi,modified_visual_anthracnose_severity_1_9,Lower values indicate a more favorable response,Line selected for favorable disease response,Publicly available study source,33,33,0,33,33,33
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_minimum,pennsylvania_field_2016_local_isolate_mix_inoculated_45_dpi,modified_visual_anthracnose_severity_1_9,Lower values indicate a more favorable response,Resistant control,Publicly available study source,1,1,0,1,1,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_minimum,pennsylvania_field_2016_local_isolate_mix_inoculated_45_dpi,modified_visual_anthracnose_severity_1_9,Lower values indicate a more favorable response,Susceptible control,Publicly available study source,1,1,0,1,1,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_range,penn_state_greenhouse_2016_cgsl1_inoculated_12_dpi,range_on_modified_visual_anthracnose_severity_1_9,Descriptive endpoint,Line selected for favorable disease response,Publicly available study source,33,0,33,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_range,penn_state_greenhouse_2016_cgsl1_inoculated_12_dpi,range_on_modified_visual_anthracnose_severity_1_9,Descriptive endpoint,Resistant control,Publicly available study source,1,0,1,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_range,penn_state_greenhouse_2016_cgsl1_inoculated_12_dpi,range_on_modified_visual_anthracnose_severity_1_9,Descriptive endpoint,Susceptible control,Publicly available study source,1,0,1,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_range,pennsylvania_field_2016_local_isolate_mix_inoculated_45_dpi,range_on_modified_visual_anthracnose_severity_1_9,Descriptive endpoint,Line selected for favorable disease response,Publicly available study source,33,0,33,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_range,pennsylvania_field_2016_local_isolate_mix_inoculated_45_dpi,range_on_modified_visual_anthracnose_severity_1_9,Descriptive endpoint,Resistant control,Publicly available study source,1,0,1,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,anthracnose_severity_range,pennsylvania_field_2016_local_isolate_mix_inoculated_45_dpi,range_on_modified_visual_anthracnose_severity_1_9,Descriptive endpoint,Susceptible control,Publicly available study source,1,0,1,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,reported_linear_contrast_p_value_vs_H112,penn_state_greenhouse_2016_cgsl1_inoculated_12_dpi,reported_linear_contrast_p_value_exact_token,Descriptive endpoint,Line selected for favorable disease response,Publicly available study source,33,0,33,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,reported_linear_contrast_p_value_vs_H112,penn_state_greenhouse_2016_cgsl1_inoculated_12_dpi,reported_linear_contrast_p_value_exact_token,Descriptive endpoint,Resistant control,Publicly available study source,1,0,1,0,0,0
ref_gaffoor_pennsylvania_anthracnose_2021,ref_gaffoor_pennsylvania_anthracnose_2021,anthracnose,reported_linear_contrast_p_value_vs_H112,penn_state_greenhouse_2016_cgsl1_inoculated_12_dpi,reported_linear_contrast_p_value_exact_token,Descriptive endpoint,Susceptible control,Publicly available study source,1,0,1,0,0,0
